urgent_surgeries,location,region,conventional_surgeries,health_centre,period,scheduled_surgeries,ambulatory_surgeries,year,month
136.0,"[41.1785642, -8.6062881]",Northern,1778.0,"Instituto Português Oncologia do Porto, EPE",2013-04,3262,1484,2013,4
556.0,"[41.1794456, -8.6745115]",Northern,1721.0,"Unidade Local de Saúde de Matosinhos, EPE",2013-04,3950,2229,2013,4
758.0,"[41.7056054, -8.8252713]",Northern,1579.0,"Unidade Local de Saúde do Alto Minho, EPE",2013-04,3927,2348,2013,4
661.0,"[38.5684861, -7.9032848]",Alentejo,2344.0,"Hospital Espírito Santo de Évora, EPE",2013-05,5972,3628,2013,5
492.0,"[40.5309916, -7.2734793]",Central,1317.0,"Unidade Local de Saúde da Guarda, EPE",2013-05,3296,1979,2013,5
463.0,"[38.6554005, -9.0592392]",Lisbon and Tagus Valley,1093.0,"Centro Hospitalar Barreiro/Montijo, EPE",2013-05,2424,1331,2013,5
1778.0,"[38.708454, -9.216985]",Lisbon and Tagus Valley,3465.0,"Centro Hospitalar de Lisboa Ocidental, EPE",2013-05,6741,3276,2013,5
2300.0,"[38.7500861, -9.1616116]",Lisbon and Tagus Valley,5411.0,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2013-05,11261,5850,2013,5
818.0,"[38.821455, -9.176296]",Lisbon and Tagus Valley,1397.0,"Hospital de Loures, PPP",2013-05,3653,2256,2013,5
542.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,1139.0,"Hospital de Vila Franca de Xira, PPP",2013-05,2581,1442,2013,5
497.0,"[41.3828711, -8.7589945]",Northern,1209.0,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",2013-05,2870,1661,2013,5
952.0,"[41.7056054, -8.8252713]",Northern,2026.0,"Unidade Local de Saúde do Alto Minho, EPE",2013-05,4967,2941,2013,5
393.0,"[38.0162314, -8.6956768]",Alentejo,753.0,"Unidade Local de Saúde do Litoral Alentejano, EPE",2013-06,1947,1194,2013,6
1995.0,"[37.0238973, -7.9281554]",Algarve,3206.0,"Centro Hospitalar Universitário do Algarve,EPE",2013-06,6373,3167,2013,6
1084.0,"[40.516364, -8.0827433]",Central,3622.0,"Centro Hospitalar Tondela-Viseu, EPE",2013-06,9029,5407,2013,6
535.0,"[38.6554005, -9.0592392]",Lisbon and Tagus Valley,1283.0,"Centro Hospitalar Barreiro/Montijo, EPE",2013-06,2830,1547,2013,6
2129.0,"[38.708454, -9.216985]",Lisbon and Tagus Valley,4020.0,"Centro Hospitalar de Lisboa Ocidental, EPE",2013-06,7819,3799,2013,6
801.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,1453.0,"Hospital Distrital de Santarém, EPE",2013-06,2978,1525,2013,6
1154.0,"[38.6658713, -9.1822554]",Lisbon and Tagus Valley,2274.0,"Hospital Garcia de Orta, EPE",2013-06,5397,3123,2013,6
1009.0,"[41.4387173, -8.3086907]",Northern,2672.0,"Centro Hospitalar do Alto Ave, EPE",2013-06,6050,3378,2013,6
955.0,"[41.3423984, -8.4802503]",Northern,2439.0,"Centro Hospitalar do Médio Ave, EPE",2013-06,6655,4216,2013,6
594.0,"[41.3828711, -8.7589945]",Northern,1492.0,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",2013-06,3460,1968,2013,6
1102.0,"[41.3031784, -7.7515252]",Northern,2334.0,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",2013-06,5789,3455,2013,6
1364.0,"[41.1094138, -8.5972617]",Northern,4621.0,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",2013-06,10792,6171,2013,6
480.0,"[38.0162314, -8.6956768]",Alentejo,859.0,"Unidade Local de Saúde do Litoral Alentejano, EPE",2013-07,2291,1432,2013,7
1273.0,"[40.6362453, -8.6543716]",Central,2414.0,"Centro Hospitalar do Baixo Vouga, EPE",2013-07,5474,3060,2013,7
1470.0,"[40.9293884, -8.5458794]",Northern,5225.0,"Centro Hospitalar Entre Douro e Vouga, EPE",2013-07,10429,5204,2013,7
742.0,"[41.3828711, -8.7589945]",Northern,1763.0,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",2013-07,3960,2197,2013,7
982.0,"[41.1794456, -8.6745115]",Northern,2964.0,"Unidade Local de Saúde de Matosinhos, EPE",2013-07,6792,3828,2013,7
1378.0,"[41.7056054, -8.8252713]",Northern,2689.0,"Unidade Local de Saúde do Alto Minho, EPE",2013-07,6720,4031,2013,7
1837.0,"[40.516364, -8.0827433]",Central,4800.0,"Centro Hospitalar Tondela-Viseu, EPE",2013-08,12186,7386,2013,8
697.0,"[38.6554005, -9.0592392]",Lisbon and Tagus Valley,1665.0,"Centro Hospitalar Barreiro/Montijo, EPE",2013-08,3525,1860,2013,8
1119.0,"[39.478072, -8.5404429]",Lisbon and Tagus Valley,2380.0,"Centro Hospitalar Médio Tejo, EPE",2013-08,4936,2556,2013,8
1586.0,"[38.6658713, -9.1822554]",Lisbon and Tagus Valley,2915.0,"Hospital Garcia de Orta, EPE",2013-08,7178,4263,2013,8
3704.0,"[41.1472498, -8.6172617]",Northern,7658.0,"Centro Hospitalar Universitário do Porto, EPE",2013-08,18319,10661,2013,8
854.0,"[41.3828711, -8.7589945]",Northern,1951.0,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",2013-08,4291,2340,2013,8
122.0,"[41.5324234, -8.6171561]",Northern,764.0,"Hospital Santa Maria Maior, EPE",2013-08,1966,1202,2013,8
1605.0,"[41.7056054, -8.8252713]",Northern,2864.0,"Unidade Local de Saúde do Alto Minho, EPE",2013-08,6927,4063,2013,8
874.0,"[40.5309916, -7.2734793]",Central,2149.0,"Unidade Local de Saúde da Guarda, EPE",2013-09,5357,3208,2013,9
1048.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,2091.0,"Hospital de Vila Franca de Xira, PPP",2013-09,5070,2979,2013,9
1788.0,"[38.6658713, -9.1822554]",Lisbon and Tagus Valley,3304.0,"Hospital Garcia de Orta, EPE",2013-09,8333,5029,2013,9
1561.0,"[41.4387173, -8.3086907]",Northern,3792.0,"Centro Hospitalar do Alto Ave, EPE",2013-09,8582,4790,2013,9
1939.0,"[40.9293884, -8.5458794]",Northern,6438.0,"Centro Hospitalar Entre Douro e Vouga, EPE",2013-09,12820,6382,2013,9
140.0,"[41.5324234, -8.6171561]",Northern,858.0,"Hospital Santa Maria Maior, EPE",2013-09,2244,1386,2013,9
927.0,"[39.3003425, -7.4263845]",Alentejo,2174.0,"Unidade Local de Saúde do Norte Alentejano, EPE",2013-10,4178,2004,2013,10
2504.0,"[40.516364, -8.0827433]",Central,6129.0,"Centro Hospitalar Tondela-Viseu, EPE",2013-10,15873,9744,2013,10
969.0,"[40.5309916, -7.2734793]",Central,2455.0,"Unidade Local de Saúde da Guarda, EPE",2013-10,6078,3623,2013,10
6611.0,"[38.7166948, -9.1371248]",Lisbon and Tagus Valley,13585.0,"Centro Hospitalar Universitário Lisboa Central, EPE",2013-10,30002,16417,2013,10
1391.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,2263.0,"Hospital Distrital de Santarém, EPE",2013-10,4920,2657,2013,10
4588.0,"[41.1472498, -8.6172617]",Northern,9874.0,"Centro Hospitalar Universitário do Porto, EPE",2013-10,23792,13918,2013,10
1988.0,"[41.7056054, -8.8252713]",Northern,3615.0,"Unidade Local de Saúde do Alto Minho, EPE",2013-10,8727,5112,2013,10
769.0,"[38.0162314, -8.6956768]",Alentejo,1304.0,"Unidade Local de Saúde do Litoral Alentejano, EPE",2013-11,3605,2301,2013,11
866.0,"[40.2804158, -7.4922407]",Central,2051.0,"Centro Hospitalar Universitário Cova da Beira, EPE",2013-11,4168,2117,2013,11
2090.0,"[39.4054629, -9.1258493]",Lisbon and Tagus Valley,2838.0,"Centro Hospitalar do Oeste, EPE",2013-11,5447,2609,2013,11
1536.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,2578.0,"Hospital Distrital de Santarém, EPE",2013-11,5657,3079,2013,11
1902.0,"[41.4387173, -8.3086907]",Northern,4804.0,"Centro Hospitalar do Alto Ave, EPE",2013-11,10706,5902,2013,11
442.0,"[41.1785642, -8.6062881]",Northern,5418.0,"Instituto Português Oncologia do Porto, EPE",2013-11,10102,4684,2013,11
5457.0,"[41.1472498, -8.6172617]",Northern,11877.0,"Centro Hospitalar Universitário do Porto, EPE",2013-12,29069,17192,2013,12
2322.0,"[41.3031784, -7.7515252]",Northern,4090.0,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",2013-12,10918,6828,2013,12
471.0,"[41.1785642, -8.6062881]",Northern,5867.0,"Instituto Português Oncologia do Porto, EPE",2013-12,10977,5110,2013,12
1992.0,"[41.8056532, -6.7888197]",Northern,2386.0,"Unidade Local de Saúde do Nordeste, EPE",2013-12,5526,3140,2013,12
229.0,"[39.7414812, -8.7982706]",Central,444.0,"Centro Hospitalar de Leiria, EPE",2014-01,1057,613,2014,1
71.0,"[40.117897, -8.8586755]",Central,203.0,"Hospital Distrital da Figueira da Foz, EPE",2014-01,460,257,2014,1
69.0,"[38.6554005, -9.0592392]",Lisbon and Tagus Valley,261.0,"Centro Hospitalar Barreiro/Montijo, EPE",2014-01,508,247,2014,1
201.0,"[41.4387173, -8.3086907]",Northern,452.0,"Centro Hospitalar do Alto Ave, EPE",2014-01,1022,570,2014,1
196.0,"[40.9293884, -8.5458794]",Northern,615.0,"Centro Hospitalar Entre Douro e Vouga, EPE",2014-01,1392,777,2014,1
11.0,"[41.5324234, -8.6171561]",Northern,73.0,"Hospital Santa Maria Maior, EPE",2014-01,255,182,2014,1
310.0,"[38.5684861, -7.9032848]",Alentejo,941.0,"Hospital Espírito Santo de Évora, EPE",2014-02,2548,1607,2014,2
133.0,"[40.2804158, -7.4922407]",Central,505.0,"Centro Hospitalar Universitário Cova da Beira, EPE",2014-02,914,409,2014,2
154.0,"[40.117897, -8.8586755]",Central,398.0,"Hospital Distrital da Figueira da Foz, EPE",2014-02,927,529,2014,2
149.0,"[40.5309916, -7.2734793]",Central,595.0,"Unidade Local de Saúde da Guarda, EPE",2014-02,1404,809,2014,2
267.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,439.0,"Hospital de Vila Franca de Xira, PPP",2014-02,1265,826,2014,2
246.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,522.0,"Hospital Distrital de Santarém, EPE",2014-02,1079,557,2014,2
760.0,"[41.1831056, -8.6010558]",Northern,3067.0,"Centro Hospitalar Universitário de São João, EPE",2014-02,6767,3700,2014,2
255.0,"[41.3423984, -8.4802503]",Northern,671.0,"Centro Hospitalar do Médio Ave, EPE",2014-02,2120,1449,2014,2
825.0,"[41.1472498, -8.6172617]",Northern,2035.0,"Centro Hospitalar Universitário do Porto, EPE",2014-02,5170,3135,2014,2
483.0,"[41.2494561, -8.264901]",Northern,1187.0,"Centro Hospitalar Tâmega e Sousa, EPE",2014-02,2962,1775,2014,2
373.0,"[41.3031784, -7.7515252]",Northern,670.0,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",2014-02,2050,1380,2014,2
904.0,"[37.0238973, -7.9281554]",Algarve,1386.0,"Centro Hospitalar Universitário do Algarve,EPE",2014-03,2738,1352,2014,3
1026.0,"[38.7422257, -9.2264834]",Lisbon and Tagus Valley,1447.0,"Hospital Professor Doutor Fernando Fonseca, EPE",2014-03,3823,2376,2014,3
402.0,"[41.3423984, -8.4802503]",Northern,1040.0,"Centro Hospitalar do Médio Ave, EPE",2014-03,3165,2125,2014,3
284.0,"[41.3828711, -8.7589945]",Northern,808.0,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",2014-03,1629,821,2014,3
39.0,"[41.5324234, -8.6171561]",Northern,217.0,"Hospital Santa Maria Maior, EPE",2014-03,781,564,2014,3
441.0,"[38.014123, -7.8721227]",Alentejo,445.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2014-04,1173,728,2014,4
293.0,"[40.2804158, -7.4922407]",Central,989.0,"Centro Hospitalar Universitário Cova da Beira, EPE",2014-04,1941,952,2014,4
617.0,"[40.6362453, -8.6543716]",Central,1139.0,"Centro Hospitalar do Baixo Vouga, EPE",2014-04,2971,1832,2014,4
1091.0,"[40.516364, -8.0827433]",Central,2343.0,"Centro Hospitalar Tondela-Viseu, EPE",2014-04,6937,4594,2014,4
294.0,"[40.117897, -8.8586755]",Central,818.0,"Hospital Distrital da Figueira da Foz, EPE",2014-04,1853,1035,2014,4
2612.0,"[38.7166948, -9.1371248]",Lisbon and Tagus Valley,5518.0,"Centro Hospitalar Universitário Lisboa Central, EPE",2014-04,12174,6656,2014,4
547.0,"[39.478072, -8.5404429]",Lisbon and Tagus Valley,1056.0,"Centro Hospitalar Médio Tejo, EPE",2014-04,2290,1234,2014,4
742.0,"[38.821455, -9.176296]",Lisbon and Tagus Valley,1324.0,"Hospital de Loures, PPP",2014-04,3763,2439,2014,4
525.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,902.0,"Hospital de Vila Franca de Xira, PPP",2014-04,2659,1757,2014,4
87.0,"[38.7396768, -9.1634516]",Lisbon and Tagus Valley,1601.0,"Instituto Português Oncologia de Lisboa, EPE",2014-04,2513,912,2014,4
1642.0,"[41.1472498, -8.6172617]",Northern,4124.0,"Centro Hospitalar Universitário do Porto, EPE",2014-04,10280,6156,2014,4
841.0,"[41.1094138, -8.5972617]",Northern,2941.0,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",2014-04,7045,4104,2014,4
637.0,"[41.56785, -8.398982]",Northern,2406.0,"Hospital de Braga, PPP",2014-04,6415,4009,2014,4
309.0,"[38.0162314, -8.6956768]",Alentejo,582.0,"Unidade Local de Saúde do Litoral Alentejano, EPE",2014-05,1443,861,2014,5
365.0,"[40.2804158, -7.4922407]",Central,1237.0,"Centro Hospitalar Universitário Cova da Beira, EPE",2014-05,2427,1190,2014,5
801.0,"[40.6362453, -8.6543716]",Central,1417.0,"Centro Hospitalar do Baixo Vouga, EPE",2014-05,3735,2318,2014,5
938.0,"[39.4054629, -9.1258493]",Lisbon and Tagus Valley,1111.0,"Centro Hospitalar do Oeste, EPE",2014-05,2454,1343,2014,5
2364.0,"[38.7500861, -9.1616116]",Lisbon and Tagus Valley,4439.0,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2014-05,9804,5365,2014,5
672.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,1313.0,"Hospital Distrital de Santarém, EPE",2014-05,2686,1373,2014,5
1021.0,"[38.6658713, -9.1822554]",Lisbon and Tagus Valley,1891.0,"Hospital Garcia de Orta, EPE",2014-05,4995,3104,2014,5
2092.0,"[41.1831056, -8.6010558]",Northern,7669.0,"Centro Hospitalar Universitário de São João, EPE",2014-05,17101,9432,2014,5
873.0,"[41.4387173, -8.3086907]",Northern,2355.0,"Centro Hospitalar do Alto Ave, EPE",2014-05,5069,2714,2014,5
929.0,"[41.3031784, -7.7515252]",Northern,1642.0,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",2014-05,5135,3493,2014,5
445.0,"[38.6554005, -9.0592392]",Lisbon and Tagus Valley,1436.0,"Centro Hospitalar Barreiro/Montijo, EPE",2014-06,2927,1491,2014,6
4013.0,"[38.7166948, -9.1371248]",Lisbon and Tagus Valley,8044.0,"Centro Hospitalar Universitário Lisboa Central, EPE",2014-06,17794,9750,2014,6
867.0,"[38.5283754, -8.8818638]",Lisbon and Tagus Valley,1655.0,"Centro Hospitalar de Setúbal, EPE",2014-06,4230,2575,2014,6
1163.0,"[38.729006, -9.418267]",Lisbon and Tagus Valley,937.0,"Hospital de Cascais, PPP",2014-06,3319,2382,2014,6
1024.0,"[38.821455, -9.176296]",Lisbon and Tagus Valley,1927.0,"Hospital de Loures, PPP",2014-06,5552,3625,2014,6
121.0,"[38.7396768, -9.1634516]",Lisbon and Tagus Valley,2410.0,"Instituto Português Oncologia de Lisboa, EPE",2014-06,3698,1288,2014,6
580.0,"[41.3828711, -8.7589945]",Northern,1644.0,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",2014-06,3204,1560,2014,6
714.0,"[38.014123, -7.8721227]",Alentejo,796.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2014-07,1798,1002,2014,7
4248.0,"[40.2191523, -8.4098211]",Central,9888.0,"Centro Hospitalar e Universitário de Coimbra, EPE",2014-07,21055,11167,2014,7
2403.0,"[38.708454, -9.216985]",Lisbon and Tagus Valley,4479.0,"Centro Hospitalar de Lisboa Ocidental, EPE",2014-07,8829,4350,2014,7
3385.0,"[38.7500861, -9.1616116]",Lisbon and Tagus Valley,6226.0,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2014-07,13903,7677,2014,7
1353.0,"[38.729006, -9.418267]",Lisbon and Tagus Valley,1095.0,"Hospital de Cascais, PPP",2014-07,3880,2785,2014,7
2945.0,"[41.1831056, -8.6010558]",Northern,10420.0,"Centro Hospitalar Universitário de São João, EPE",2014-07,23438,13018,2014,7
1187.0,"[41.4387173, -8.3086907]",Northern,3256.0,"Centro Hospitalar do Alto Ave, EPE",2014-07,6941,3685,2014,7
3038.0,"[41.1472498, -8.6172617]",Northern,7170.0,"Centro Hospitalar Universitário do Porto, EPE",2014-07,17866,10696,2014,7
1330.0,"[41.3031784, -7.7515252]",Northern,2180.0,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",2014-07,6836,4656,2014,7
808.0,"[38.014123, -7.8721227]",Alentejo,896.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2014-08,1962,1066,2014,8
590.0,"[40.2804158, -7.4922407]",Central,1854.0,"Centro Hospitalar Universitário Cova da Beira, EPE",2014-08,3693,1839,2014,8
5337.0,"[38.7166948, -9.1371248]",Lisbon and Tagus Valley,10395.0,"Centro Hospitalar Universitário Lisboa Central, EPE",2014-08,22724,12329,2014,8
3891.0,"[38.7500861, -9.1616116]",Lisbon and Tagus Valley,6876.0,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2014-08,15282,8406,2014,8
1482.0,"[38.821455, -9.176296]",Lisbon and Tagus Valley,2567.0,"Hospital de Loures, PPP",2014-08,7388,4821,2014,8
1084.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,1813.0,"Hospital Distrital de Santarém, EPE",2014-08,3979,2166,2014,8
3430.0,"[41.1831056, -8.6010558]",Northern,11386.0,"Centro Hospitalar Universitário de São João, EPE",2014-08,25326,13940,2014,8
1053.0,"[41.3423984, -8.4802503]",Northern,2243.0,"Centro Hospitalar do Médio Ave, EPE",2014-08,6453,4210,2014,8
788.0,"[41.3828711, -8.7589945]",Northern,2063.0,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",2014-08,3983,1920,2014,8
1757.0,"[41.1094138, -8.5972617]",Northern,5204.0,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",2014-08,12810,7606,2014,8
1849.0,"[41.56785, -8.398982]",Northern,6290.0,"Hospital de Braga, PPP",2014-08,16586,10296,2014,8
319.0,"[41.1785642, -8.6062881]",Northern,3672.0,"Instituto Português Oncologia do Porto, EPE",2014-08,7808,4136,2014,8
1184.0,"[38.5684861, -7.9032848]",Alentejo,3705.0,"Hospital Espírito Santo de Évora, EPE",2014-09,10330,6625,2014,9
2966.0,"[37.0238973, -7.9281554]",Algarve,3791.0,"Centro Hospitalar Universitário do Algarve,EPE",2014-09,7684,3893,2014,9
856.0,"[39.8212263, -7.4981271]",Central,1706.0,"Unidade Local de Saúde de Castelo Branco, EPE",2014-09,3850,2144,2014,9
1253.0,"[38.5283754, -8.8818638]",Lisbon and Tagus Valley,2294.0,"Centro Hospitalar de Setúbal, EPE",2014-09,5983,3689,2014,9
1663.0,"[39.4054629, -9.1258493]",Lisbon and Tagus Valley,1879.0,"Centro Hospitalar do Oeste, EPE",2014-09,4301,2422,2014,9
1649.0,"[38.821455, -9.176296]",Lisbon and Tagus Valley,2886.0,"Hospital de Loures, PPP",2014-09,8332,5446,2014,9
1138.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,2068.0,"Hospital de Vila Franca de Xira, PPP",2014-09,6092,4024,2014,9
1208.0,"[41.3423984, -8.4802503]",Northern,2496.0,"Centro Hospitalar do Médio Ave, EPE",2014-09,7258,4762,2014,9
2220.0,"[41.2494561, -8.264901]",Northern,5422.0,"Centro Hospitalar Tâmega e Sousa, EPE",2014-09,13404,7982,2014,9
1357.0,"[41.1794456, -8.6745115]",Northern,3601.0,"Unidade Local de Saúde de Matosinhos, EPE",2014-09,8943,5342,2014,9
3259.0,"[37.0238973, -7.9281554]",Algarve,4286.0,"Centro Hospitalar Universitário do Algarve,EPE",2014-10,8654,4368,2014,10
718.0,"[40.2804158, -7.4922407]",Central,2281.0,"Centro Hospitalar Universitário Cova da Beira, EPE",2014-10,4642,2361,2014,10
918.0,"[40.5309916, -7.2734793]",Central,2470.0,"Unidade Local de Saúde da Guarda, EPE",2014-10,6648,4178,2014,10
1344.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,2109.0,"Hospital Distrital de Santarém, EPE",2014-10,4881,2772,2014,10
217.0,"[38.7396768, -9.1634516]",Lisbon and Tagus Valley,3953.0,"Instituto Português Oncologia de Lisboa, EPE",2014-10,5980,2027,2014,10
4317.0,"[41.1472498, -8.6172617]",Northern,9807.0,"Centro Hospitalar Universitário do Porto, EPE",2014-10,24287,14480,2014,10
126.0,"[41.5324234, -8.6171561]",Northern,783.0,"Hospital Santa Maria Maior, EPE",2014-10,2440,1657,2014,10
2126.0,"[38.729006, -9.418267]",Lisbon and Tagus Valley,1713.0,"Hospital de Cascais, PPP",2014-11,6223,4510,2014,11
1063.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,2607.0,"Hospital de Vila Franca de Xira, PPP",2014-11,7694,5087,2014,11
4887.0,"[41.1831056, -8.6010558]",Northern,15573.0,"Centro Hospitalar Universitário de São João, EPE",2014-11,35143,19570,2014,11
1446.0,"[41.3423984, -8.4802503]",Northern,3119.0,"Centro Hospitalar do Médio Ave, EPE",2014-11,9080,5961,2014,11
2140.0,"[41.3031784, -7.7515252]",Northern,3258.0,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",2014-11,10207,6949,2014,11
2491.0,"[41.56785, -8.398982]",Northern,8729.0,"Hospital de Braga, PPP",2014-11,22879,14150,2014,11
2003.0,"[41.7056054, -8.8252713]",Northern,3748.0,"Unidade Local de Saúde do Alto Minho, EPE",2014-11,9266,5518,2014,11
1599.0,"[38.5684861, -7.9032848]",Alentejo,4922.0,"Hospital Espírito Santo de Évora, EPE",2014-12,13491,8569,2014,12
1181.0,"[38.014123, -7.8721227]",Alentejo,1476.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2014-12,3458,1982,2014,12
3988.0,"[37.0238973, -7.9281554]",Algarve,5063.0,"Centro Hospitalar Universitário do Algarve,EPE",2014-12,10156,5093,2014,12
2722.0,"[39.7414812, -8.7982706]",Central,4958.0,"Centro Hospitalar de Leiria, EPE",2014-12,11970,7012,2014,12
2023.0,"[40.6362453, -8.6543716]",Central,3331.0,"Centro Hospitalar do Baixo Vouga, EPE",2014-12,8676,5345,2014,12
7324.0,"[40.2191523, -8.4098211]",Central,16247.0,"Centro Hospitalar e Universitário de Coimbra, EPE",2014-12,34209,17962,2014,12
1589.0,"[39.478072, -8.5404429]",Lisbon and Tagus Valley,3245.0,"Centro Hospitalar Médio Tejo, EPE",2014-12,7361,4116,2014,12
267.0,"[38.7396768, -9.1634516]",Lisbon and Tagus Valley,4630.0,"Instituto Português Oncologia de Lisboa, EPE",2014-12,7062,2432,2014,12
2047.0,"[41.4387173, -8.3086907]",Northern,5432.0,"Centro Hospitalar do Alto Ave, EPE",2014-12,12103,6671,2014,12
2693.0,"[41.1094138, -8.5972617]",Northern,7806.0,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",2014-12,19537,11731,2014,12
156.0,"[40.6362453, -8.6543716]",Central,280.0,"Centro Hospitalar do Baixo Vouga, EPE",2015-01,770,490,2015,1
197.0,"[38.729006, -9.418267]",Lisbon and Tagus Valley,98.0,"Hospital de Cascais, PPP",2015-01,540,442,2015,1
