period,health_centre,location,tot_patients_waiting,pct_patients_normal_waiting_time,patients_normal_waiting_time,region,year,month
2020-02,"Centro Hospitalar de Leiria, EPE","[39.7414812, -8.7982706]",7876,82.6,6503,Central,2020,2
2020-02,"Centro Hospitalar e Universitário de Coimbra, EPE","[40.2191523, -8.4098211]",19553,59.2,11568,Central,2020,2
2020-02,"Hospital Distrital da Figueira da Foz, EPE","[40.117897, -8.8586755]",2098,88.6,1858,Central,2020,2
2020-02,"Unidade Local de Saúde da Guarda, EPE","[40.5309916, -7.2734793]",1771,62.4,1105,Central,2020,2
2020-02,"Unidade Local de Saúde de Castelo Branco, EPE","[39.8212263, -7.4981271]",1091,90.8,991,Central,2020,2
2020-02,"Centro Hospitalar de Lisboa Ocidental, EPE","[38.708454, -9.216985]",5865,58.3,3420,Lisbon and Tagus Valley,2020,2
2020-02,"Centro Hospitalar de Setúbal, EPE","[38.5283754, -8.8818638]",6603,58.2,3844,Lisbon and Tagus Valley,2020,2
2020-02,"Centro Hospitalar do Oeste, EPE","[39.4054629, -9.1258493]",2744,78.4,2152,Lisbon and Tagus Valley,2020,2
2020-02,"Hospital de Cascais, PPP","[38.729006, -9.418267]",2440,77.5,1891,Lisbon and Tagus Valley,2020,2
2020-02,"Hospital Distrital de Santarém, EPE","[39.2410946, -8.6937515]",4284,64.6,2767,Lisbon and Tagus Valley,2020,2
2020-02,"Hospital Garcia de Orta, EPE","[38.6658713, -9.1822554]",10557,52.4,5536,Lisbon and Tagus Valley,2020,2
2020-02,"Instituto Português Oncologia de Lisboa, EPE","[38.7396768, -9.1634516]",1862,60.7,1131,Lisbon and Tagus Valley,2020,2
2020-02,"Centro Hospitalar do Médio Ave, EPE","[41.3423984, -8.4802503]",2380,93.4,2222,Northern,2020,2
2020-02,"Unidade Local de Saúde do Alto Minho, EPE","[41.7056054, -8.8252713]",4121,90.8,3740,Northern,2020,2
2020-03,"Unidade Local de Saúde do Norte Alentejano, EPE","[39.3003425, -7.4263845]",1912,69.1,1322,Alentejo,2020,3
2020-03,"Centro Hospitalar Cova da Beira, EPE","[40.2804158, -7.4922407]",1643,72.8,1196,Central,2020,3
2020-03,"Centro Hospitalar de Leiria, EPE","[39.7414812, -8.7982706]",7815,82.4,6436,Central,2020,3
2020-03,"Centro Hospitalar do Baixo Vouga, EPE","[40.6362453, -8.6543716]",3560,90.1,3209,Central,2020,3
2020-03,"Hospital Distrital da Figueira da Foz, EPE","[40.117897, -8.8586755]",1977,87.9,1737,Central,2020,3
2020-03,"Centro Hospitalar de Lisboa Ocidental, EPE","[38.708454, -9.216985]",5702,54.5,3107,Lisbon and Tagus Valley,2020,3
2020-03,"Centro Hospitalar do Médio Ave, EPE","[41.3423984, -8.4802503]",2439,92.1,2247,Northern,2020,3
2020-03,"Instituto Português Oncologia do Porto, EPE","[41.1785642, -8.6062881]",1537,67.3,1035,Northern,2020,3
2020-04,"Centro Hospitalar Universitário do Algarve,EPE","[37.0238973, -7.9281554]",8953,53.9,4823,Algarve,2020,4
2020-04,"Centro Hospitalar Cova da Beira, EPE","[40.2804158, -7.4922407]",1685,66.6,1122,Central,2020,4
2020-04,"Centro Hospitalar de Lisboa Central, EPE","[38.7166948, -9.1371248]",15712,46.1,7241,Lisbon and Tagus Valley,2020,4
2020-04,"Centro Hospitalar de Setúbal, EPE","[38.5283754, -8.8818638]",6719,53.9,3621,Lisbon and Tagus Valley,2020,4
2020-04,"Centro Hospitalar do Oeste, EPE","[39.4054629, -9.1258493]",2702,70.0,1891,Lisbon and Tagus Valley,2020,4
2020-04,"Centro Hospitalar Lisboa Norte, EPE","[38.7500861, -9.1616116]",9849,53.1,5228,Lisbon and Tagus Valley,2020,4
2020-04,"Hospital de Loures, PPP","[38.821455, -9.176296]",7605,56.6,4301,Lisbon and Tagus Valley,2020,4
2020-04,"Hospital Fernando Fonseca, EPE","[38.7422257, -9.2264834]",5955,62.2,3706,Lisbon and Tagus Valley,2020,4
2020-04,"Instituto Português Oncologia de Lisboa, EPE","[38.7396768, -9.1634516]",1827,48.8,891,Lisbon and Tagus Valley,2020,4
2020-04,"Centro Hospitalar Entre Douro e Vouga, EPE","[40.9293884, -8.5458794]",6169,76.1,4697,Northern,2020,4
2020-05,"Hospital Espírito Santo de Évora, EPE","[38.5684861, -7.9032848]",3559,61.8,2199,Alentejo,2020,5
2020-05,"Centro Hospitalar do Baixo Vouga, EPE","[40.6362453, -8.6543716]",3346,81.0,2711,Central,2020,5
2020-05,"Centro Hospitalar e Universitário de Coimbra, EPE","[40.2191523, -8.4098211]",18333,41.7,7643,Central,2020,5
2020-05,"Centro Hospitalar Tondela-Viseu, EPE","[40.516364, -8.0827433]",11022,33.4,3684,Central,2020,5
2020-05,"Unidade Local de Saúde da Guarda, EPE","[40.5309916, -7.2734793]",1780,41.6,740,Central,2020,5
2020-05,"Unidade Local de Saúde de Castelo Branco, EPE","[39.8212263, -7.4981271]",1029,74.1,763,Central,2020,5
2020-05,"Centro Hospitalar de Lisboa Central, EPE","[38.7166948, -9.1371248]",15166,42.6,6460,Lisbon and Tagus Valley,2020,5
2020-05,"Centro Hospitalar de Lisboa Ocidental, EPE","[38.708454, -9.216985]",5630,43.8,2468,Lisbon and Tagus Valley,2020,5
2020-05,"Centro Hospitalar de Setúbal, EPE","[38.5283754, -8.8818638]",6924,46.7,3236,Lisbon and Tagus Valley,2020,5
2020-05,"Centro Hospitalar Lisboa Norte, EPE","[38.7500861, -9.1616116]",9551,48.0,4586,Lisbon and Tagus Valley,2020,5
2020-05,"Hospital de Vila Franca de Xira, PPP","[38.977235, -8.984506]",4940,56.0,2768,Lisbon and Tagus Valley,2020,5
2020-05,"Centro Hospitalar Tâmega e Sousa, EPE","[41.2494561, -8.264901]",4604,82.2,3784,Northern,2020,5
2020-05,"Hospital da Senhora da Oliveira, Guimarães, EPE","[41.4387173, -8.3086907]",7508,53.7,4031,Northern,2020,5
2020-05,"Instituto Português Oncologia do Porto, EPE","[41.1785642, -8.6062881]",1485,57.2,849,Northern,2020,5
2020-05,"Unidade Local de Saúde de Matosinhos, EPE","[41.1794456, -8.6745115]",5561,64.7,3599,Northern,2020,5
2020-05,"Unidade Local de Saúde do Alto Minho, EPE","[41.7056054, -8.8252713]",4512,87.7,3958,Northern,2020,5
2020-06,"Unidade Local de Saúde do Baixo Alentejo, EPE","[38.014123, -7.8721227]",1141,61.3,699,Alentejo,2020,6
2020-06,"Centro Hospitalar do Oeste, EPE","[39.4054629, -9.1258493]",2438,64.8,1581,Lisbon and Tagus Valley,2020,6
2020-06,"Hospital de Vila Franca de Xira, PPP","[38.977235, -8.984506]",4836,54.2,2621,Lisbon and Tagus Valley,2020,6
2020-06,"Centro Hospitalar do Porto, EPE","[41.1472498, -8.6172617]",8691,71.0,6172,Northern,2020,6
2020-06,"Centro Hospitalar Tâmega e Sousa, EPE","[41.2494561, -8.264901]",4226,83.3,3519,Northern,2020,6
2020-06,"Unidade Local de Saúde de Matosinhos, EPE","[41.1794456, -8.6745115]",5283,63.5,3357,Northern,2020,6
2020-07,"Unidade Local de Saúde do Baixo Alentejo, EPE","[38.014123, -7.8721227]",1076,55.6,598,Alentejo,2020,7
2020-07,"Centro Hospitalar e Universitário de Coimbra, EPE","[40.2191523, -8.4098211]",17711,37.4,6631,Central,2020,7
2020-07,"Hospital Distrital da Figueira da Foz, EPE","[40.117897, -8.8586755]",1769,93.3,1650,Central,2020,7
2020-07,"Centro Hospitalar Barreiro/Montijo, EPE","[38.6554005, -9.0592392]",3186,47.4,1511,Lisbon and Tagus Valley,2020,7
2020-07,"Centro Hospitalar do Oeste, EPE","[39.4054629, -9.1258493]",2259,62.1,1402,Lisbon and Tagus Valley,2020,7
2020-07,"Hospital de Cascais, PPP","[38.729006, -9.418267]",1829,66.6,1218,Lisbon and Tagus Valley,2020,7
2020-07,"Hospital de Loures, PPP","[38.821455, -9.176296]",7522,38.5,2893,Lisbon and Tagus Valley,2020,7
2020-07,"Instituto Português Oncologia de Lisboa, EPE","[38.7396768, -9.1634516]",1733,49.8,863,Lisbon and Tagus Valley,2020,7
2020-07,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","[41.3031784, -7.7515252]",4261,64.8,2762,Northern,2020,7
2020-07,"Instituto Português Oncologia do Porto, EPE","[41.1785642, -8.6062881]",1313,56.2,738,Northern,2020,7
2020-07,"Unidade Local de Saúde de Matosinhos, EPE","[41.1794456, -8.6745115]",4822,62.4,3011,Northern,2020,7
2020-08,"Centro Hospitalar de Leiria, EPE","[39.7414812, -8.7982706]",6981,66.0,4609,Central,2020,8
2020-08,"Centro Hospitalar Barreiro/Montijo, EPE","[38.6554005, -9.0592392]",3336,40.0,1335,Lisbon and Tagus Valley,2020,8
2020-08,"Centro Hospitalar de Setúbal, EPE","[38.5283754, -8.8818638]",7174,37.5,2689,Lisbon and Tagus Valley,2020,8
2020-08,"Hospital de Loures, PPP","[38.821455, -9.176296]",7411,31.6,2345,Lisbon and Tagus Valley,2020,8
2020-08,"Hospital Distrital de Santarém, EPE","[39.2410946, -8.6937515]",4412,39.5,1743,Lisbon and Tagus Valley,2020,8
2020-08,"Centro Hospitalar do Médio Ave, EPE","[41.3423984, -8.4802503]",2212,65.2,1442,Northern,2020,8
2020-08,"Centro Hospitalar do Porto, EPE","[41.1472498, -8.6172617]",8094,60.4,4890,Northern,2020,8
2020-08,"Centro Hospitalar Entre Douro e Vouga, EPE","[40.9293884, -8.5458794]",4687,75.5,3539,Northern,2020,8
2020-08,"Unidade Local de Saúde do Nordeste, EPE","[41.8056532, -6.7888197]",1532,75.5,1156,Northern,2020,8
2020-09,"Unidade Local de Saúde do Baixo Alentejo, EPE","[38.014123, -7.8721227]",1008,69.5,701,Alentejo,2020,9
2020-09,"Unidade Local de Saúde do Norte Alentejano, EPE","[39.3003425, -7.4263845]",2000,49.8,997,Alentejo,2020,9
2020-09,"Centro Hospitalar Cova da Beira, EPE","[40.2804158, -7.4922407]",1777,56.8,1010,Central,2020,9
2020-09,"Centro Hospitalar Tondela-Viseu, EPE","[40.516364, -8.0827433]",10778,25.4,2739,Central,2020,9
2020-09,"Hospital Distrital de Santarém, EPE","[39.2410946, -8.6937515]",4347,40.1,1741,Lisbon and Tagus Valley,2020,9
2020-09,"Centro Hospitalar de São João, EPE","[41.1831056, -8.6010558]",8712,73.4,6397,Northern,2020,9
2020-09,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","[41.1094138, -8.5972617]",5778,75.7,4375,Northern,2020,9
2020-09,"Hospital Santa Maria Maior, EPE","[41.5324234, -8.6171561]",1455,94.2,1370,Northern,2020,9
2020-09,"Unidade Local de Saúde do Nordeste, EPE","[41.8056532, -6.7888197]",1517,76.5,1161,Northern,2020,9
2020-10,"Unidade Local de Saúde do Baixo Alentejo, EPE","[38.014123, -7.8721227]",1193,78.8,940,Alentejo,2020,10
2020-10,"Centro Hospitalar Cova da Beira, EPE","[40.2804158, -7.4922407]",1698,62.0,1053,Central,2020,10
2020-10,"Unidade Local de Saúde da Guarda, EPE","[40.5309916, -7.2734793]",1941,40.4,784,Central,2020,10
2020-10,"Hospital de Cascais, PPP","[38.729006, -9.418267]",1572,78.6,1235,Lisbon and Tagus Valley,2020,10
2020-10,"Instituto Português Oncologia de Lisboa, EPE","[38.7396768, -9.1634516]",1682,48.6,817,Lisbon and Tagus Valley,2020,10
2020-10,"Hospital de Braga, EPE","[41.56785, -8.398982]",16795,44.2,7423,Northern,2020,10
2020-10,"Unidade Local de Saúde de Matosinhos, EPE","[41.1794456, -8.6745115]",3672,65.6,2409,Northern,2020,10
2020-10,"Unidade Local de Saúde do Alto Minho, EPE","[41.7056054, -8.8252713]",3955,85.0,3363,Northern,2020,10
2020-10,"Unidade Local de Saúde do Nordeste, EPE","[41.8056532, -6.7888197]",1567,80.0,1254,Northern,2020,10
2020-11,"Centro Hospitalar Cova da Beira, EPE","[40.2804158, -7.4922407]",1612,66.4,1071,Central,2020,11
2020-11,"Centro Hospitalar de Setúbal, EPE","[38.5283754, -8.8818638]",7281,46.1,3354,Lisbon and Tagus Valley,2020,11
2020-11,"Centro Hospitalar de São João, EPE","[41.1831056, -8.6010558]",7539,81.6,6151,Northern,2020,11
2020-11,"Centro Hospitalar do Médio Ave, EPE","[41.3423984, -8.4802503]",2295,87.4,2006,Northern,2020,11
2020-11,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","[41.3031784, -7.7515252]",3816,62.4,2381,Northern,2020,11
2020-12,"Centro Hospitalar Tondela-Viseu, EPE","[40.516364, -8.0827433]",9845,40.0,3936,Central,2020,12
2020-12,"Centro Hospitalar de Setúbal, EPE","[38.5283754, -8.8818638]",7335,48.1,3531,Lisbon and Tagus Valley,2020,12
2020-12,"Hospital Fernando Fonseca, EPE","[38.7422257, -9.2264834]",5556,49.1,2726,Lisbon and Tagus Valley,2020,12
2020-12,"Centro Hospitalar do Médio Ave, EPE","[41.3423984, -8.4802503]",2307,87.6,2022,Northern,2020,12
2020-12,"Centro Hospitalar Tâmega e Sousa, EPE","[41.2494561, -8.264901]",4255,84.1,3578,Northern,2020,12
2020-12,"Unidade Local de Saúde do Alto Minho, EPE","[41.7056054, -8.8252713]",4918,86.4,4249,Northern,2020,12
2020-12,"Unidade Local de Saúde do Nordeste, EPE","[41.8056532, -6.7888197]",1686,81.2,1369,Northern,2020,12
2021-01,"Hospital Espírito Santo de Évora, EPE","[38.5684861, -7.9032848]",2642,69.5,1835,Alentejo,2021,1
2021-01,"Centro Hospitalar Cova da Beira, EPE","[40.2804158, -7.4922407]",1950,69.5,1356,Central,2021,1
2021-01,"Centro Hospitalar do Baixo Vouga, EPE","[40.6362453, -8.6543716]",3427,91.3,3129,Central,2021,1
2021-01,"Centro Hospitalar Médio Tejo, EPE","[39.478072, -8.5404429]",3192,74.4,2376,Lisbon and Tagus Valley,2021,1
2021-01,"Hospital de Vila Franca de Xira, PPP","[38.977235, -8.984506]",4417,59.7,2635,Lisbon and Tagus Valley,2021,1
2021-01,"Hospital Distrital de Santarém, EPE","[39.2410946, -8.6937515]",4445,49.9,2218,Lisbon and Tagus Valley,2021,1
2021-01,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","[41.3828711, -8.7589945]",624,99.2,619,Northern,2021,1
2021-02,"Centro Hospitalar Universitário do Algarve,EPE","[37.0238973, -7.9281554]",9630,39.7,3822,Algarve,2021,2
2021-02,"Centro Hospitalar Cova da Beira, EPE","[40.2804158, -7.4922407]",2122,69.6,1477,Central,2021,2
2021-02,"Centro Hospitalar do Baixo Vouga, EPE","[40.6362453, -8.6543716]",3664,87.3,3197,Central,2021,2
2021-02,"Centro Hospitalar de Lisboa Ocidental, EPE","[38.708454, -9.216985]",6103,48.7,2971,Lisbon and Tagus Valley,2021,2
2021-02,"Centro Hospitalar Lisboa Norte, EPE","[38.7500861, -9.1616116]",8135,54.3,4414,Lisbon and Tagus Valley,2021,2
2021-02,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","[41.3828711, -8.7589945]",670,99.1,664,Northern,2021,2
2021-02,"Unidade Local de Saúde de Matosinhos, EPE","[41.1794456, -8.6745115]",4726,78.4,3705,Northern,2021,2
2021-03,"Unidade Local de Saúde do Litoral Alentejano, EPE","[38.0162314, -8.6956768]",1688,82.3,1390,Alentejo,2021,3
2021-03,"Centro Hospitalar Cova da Beira, EPE","[40.2804158, -7.4922407]",1923,72.0,1384,Central,2021,3
2021-03,"Centro Hospitalar e Universitário de Coimbra, EPE","[40.2191523, -8.4098211]",16655,51.7,8614,Central,2021,3
2021-03,"Centro Hospitalar Barreiro/Montijo, EPE","[38.6554005, -9.0592392]",2676,48.5,1299,Lisbon and Tagus Valley,2021,3
2021-03,"Centro Hospitalar do Oeste, EPE","[39.4054629, -9.1258493]",2283,82.4,1882,Lisbon and Tagus Valley,2021,3
2021-03,"Centro Hospitalar Lisboa Norte, EPE","[38.7500861, -9.1616116]",8561,57.7,4941,Lisbon and Tagus Valley,2021,3
2021-03,"Hospital de Cascais, PPP","[38.729006, -9.418267]",1621,88.7,1438,Lisbon and Tagus Valley,2021,3
2021-03,"Hospital Fernando Fonseca, EPE","[38.7422257, -9.2264834]",5874,52.7,3098,Lisbon and Tagus Valley,2021,3
2021-03,"Unidade Local de Saúde do Alto Minho, EPE","[41.7056054, -8.8252713]",5582,83.7,4671,Northern,2021,3
2021-04,"Hospital Espírito Santo de Évora, EPE","[38.5684861, -7.9032848]",2779,75.1,2086,Alentejo,2021,4
2021-04,"Centro Hospitalar de Leiria, EPE","[39.7414812, -8.7982706]",6733,88.1,5933,Central,2021,4
2021-04,"Centro Hospitalar Barreiro/Montijo, EPE","[38.6554005, -9.0592392]",2554,50.7,1294,Lisbon and Tagus Valley,2021,4
2021-04,"Hospital de Vila Franca de Xira, PPP","[38.977235, -8.984506]",4685,62.9,2947,Lisbon and Tagus Valley,2021,4
2021-04,"Hospital Garcia de Orta, EPE","[38.6658713, -9.1822554]",9325,42.6,3968,Lisbon and Tagus Valley,2021,4
2021-04,"Centro Hospitalar Entre Douro e Vouga, EPE","[40.9293884, -8.5458794]",4749,88.5,4202,Northern,2021,4
2021-04,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","[41.3031784, -7.7515252]",3624,60.9,2207,Northern,2021,4
2021-04,"Unidade Local de Saúde de Matosinhos, EPE","[41.1794456, -8.6745115]",4711,85.8,4040,Northern,2021,4
2021-04,"Unidade Local de Saúde do Alto Minho, EPE","[41.7056054, -8.8252713]",5468,83.9,4589,Northern,2021,4
2021-05,"Centro Hospitalar Cova da Beira, EPE","[40.2804158, -7.4922407]",1665,72.3,1203,Central,2021,5
2021-05,"Centro Hospitalar Tondela-Viseu, EPE","[40.516364, -8.0827433]",8731,52.1,4550,Central,2021,5
2021-05,"Centro Hospitalar de Setúbal, EPE","[38.5283754, -8.8818638]",7268,48.3,3511,Lisbon and Tagus Valley,2021,5
2021-05,"Centro Hospitalar Lisboa Norte, EPE","[38.7500861, -9.1616116]",7999,60.4,4828,Lisbon and Tagus Valley,2021,5
2021-05,"Hospital Santa Maria Maior, EPE","[41.5324234, -8.6171561]",2127,93.5,1988,Northern,2021,5
2021-05,"Unidade Local de Saúde de Matosinhos, EPE","[41.1794456, -8.6745115]",4752,88.7,4213,Northern,2021,5
2021-06,"Unidade Local de Saúde do Litoral Alentejano, EPE","[38.0162314, -8.6956768]",1254,84.3,1057,Alentejo,2021,6
2021-06,"Centro Hospitalar de Leiria, EPE","[39.7414812, -8.7982706]",6339,90.2,5718,Central,2021,6
2021-06,"Centro Hospitalar e Universitário de Coimbra, EPE","[40.2191523, -8.4098211]",13799,56.1,7740,Central,2021,6
2021-06,"Centro Hospitalar Tondela-Viseu, EPE","[40.516364, -8.0827433]",8140,52.3,4257,Central,2021,6
2021-06,"Hospital Distrital da Figueira da Foz, EPE","[40.117897, -8.8586755]",1440,99.4,1431,Central,2021,6
2021-06,"Unidade Local de Saúde da Guarda, EPE","[40.5309916, -7.2734793]",1754,42.2,740,Central,2021,6
2021-06,"Centro Hospitalar Médio Tejo, EPE","[39.478072, -8.5404429]",2824,80.0,2260,Lisbon and Tagus Valley,2021,6
2021-06,"Hospital Fernando Fonseca, EPE","[38.7422257, -9.2264834]",5104,60.3,3077,Lisbon and Tagus Valley,2021,6
2021-06,"Centro Hospitalar Tâmega e Sousa, EPE","[41.2494561, -8.264901]",3656,93.7,3425,Northern,2021,6
2021-06,"Hospital de Braga, EPE","[41.56785, -8.398982]",12020,61.3,7370,Northern,2021,6
2021-06,"Hospital Santa Maria Maior, EPE","[41.5324234, -8.6171561]",2082,95.5,1989,Northern,2021,6
2021-07,"Unidade Local de Saúde do Norte Alentejano, EPE","[39.3003425, -7.4263845]",1250,71.4,892,Alentejo,2021,7
2021-07,"Centro Hospitalar de Leiria, EPE","[39.7414812, -8.7982706]",6276,89.4,5613,Central,2021,7
2021-07,"Centro Hospitalar Médio Tejo, EPE","[39.478072, -8.5404429]",2823,80.3,2266,Lisbon and Tagus Valley,2021,7
2021-07,"Hospital Fernando Fonseca, EPE","[38.7422257, -9.2264834]",5486,62.8,3446,Lisbon and Tagus Valley,2021,7
2021-07,"Centro Hospitalar do Porto, EPE","[41.1472498, -8.6172617]",5559,79.2,4405,Northern,2021,7
2021-07,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","[41.3828711, -8.7589945]",780,99.9,779,Northern,2021,7
2021-07,"Unidade Local de Saúde do Alto Minho, EPE","[41.7056054, -8.8252713]",5158,85.2,4397,Northern,2021,7
2021-07,"Unidade Local de Saúde do Nordeste, EPE","[41.8056532, -6.7888197]",1756,81.6,1433,Northern,2021,7
2021-08,"Centro Hospitalar de Leiria, EPE","[39.7414812, -8.7982706]",6227,88.8,5531,Central,2021,8
2021-08,"Centro Hospitalar e Universitário de Coimbra, EPE","[40.2191523, -8.4098211]",14029,58.7,8242,Central,2021,8
2021-08,"Centro Hospitalar Barreiro/Montijo, EPE","[38.6554005, -9.0592392]",2306,57.7,1330,Lisbon and Tagus Valley,2021,8
2021-08,"Centro Hospitalar de Lisboa Ocidental, EPE","[38.708454, -9.216985]",6473,56.1,3632,Lisbon and Tagus Valley,2021,8
2021-08,"Hospital Fernando Fonseca, EPE","[38.7422257, -9.2264834]",5382,63.6,3421,Lisbon and Tagus Valley,2021,8
2021-08,"Instituto Português Oncologia de Lisboa, EPE","[38.7396768, -9.1634516]",1666,58.0,967,Lisbon and Tagus Valley,2021,8
2021-08,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","[41.1094138, -8.5972617]",6194,94.8,5872,Northern,2021,8
2021-08,"Instituto Português Oncologia do Porto, EPE","[41.1785642, -8.6062881]",1923,66.1,1271,Northern,2021,8
2021-08,"Unidade Local de Saúde de Matosinhos, EPE","[41.1794456, -8.6745115]",4988,89.4,4459,Northern,2021,8
2021-08,"Unidade Local de Saúde do Nordeste, EPE","[41.8056532, -6.7888197]",1664,80.0,1331,Northern,2021,8
2021-09,"Hospital Distrital da Figueira da Foz, EPE","[40.117897, -8.8586755]",1407,97.9,1377,Central,2021,9
2021-09,"Centro Hospitalar de Lisboa Central, EPE","[38.7166948, -9.1371248]",13312,56.4,7514,Lisbon and Tagus Valley,2021,9
2021-09,"Hospital de Vila Franca de Xira, EPE","[38.977235, -8.984506]",4701,63.3,2976,Lisbon and Tagus Valley,2021,9
2021-09,"Hospital Distrital de Santarém, EPE","[39.2410946, -8.6937515]",4606,54.6,2514,Lisbon and Tagus Valley,2021,9
2021-09,"Hospital Fernando Fonseca, EPE","[38.7422257, -9.2264834]",5063,65.3,3304,Lisbon and Tagus Valley,2021,9
2021-09,"Centro Hospitalar do Médio Ave, EPE","[41.3423984, -8.4802503]",1540,94.1,1449,Northern,2021,9
2021-09,"Centro Hospitalar do Porto, EPE","[41.1472498, -8.6172617]",6538,81.1,5302,Northern,2021,9
2021-09,"Hospital de Braga, EPE","[41.56785, -8.398982]",11540,63.0,7269,Northern,2021,9
2021-10,"Hospital Espírito Santo de Évora, EPE","[38.5684861, -7.9032848]",3138,72.6,2279,Alentejo,2021,10
2021-10,"Unidade Local de Saúde do Baixo Alentejo, EPE","[38.014123, -7.8721227]",1130,90.3,1020,Alentejo,2021,10
2021-10,"Hospital Distrital da Figueira da Foz, EPE","[40.117897, -8.8586755]",1321,98.9,1307,Central,2021,10
2021-10,"Hospital de Loures, PPP","[38.821455, -9.176296]",7204,53.5,3852,Lisbon and Tagus Valley,2021,10
2021-10,"Centro Hospitalar Entre Douro e Vouga, EPE","[40.9293884, -8.5458794]",4937,90.8,4483,Northern,2021,10
2021-11,"Unidade Local de Saúde do Baixo Alentejo, EPE","[38.014123, -7.8721227]",1226,91.3,1119,Alentejo,2021,11
2021-11,"Unidade Local de Saúde do Norte Alentejano, EPE","[39.3003425, -7.4263845]",1254,64.2,805,Alentejo,2021,11
